ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella|s__Tannerella_forsythia	0.0	0.03705	0.11974	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.4631	1.18835	1.28702	0.0	1.40141	0.10019	0.2414	4.64391	0.78692	1.5894	0.06229	0.35037	0.96433	1.3241
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella|s__Tannerella_forsythia|t__GCF_000238215	0.0	0.03705	0.11974	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.4631	1.18835	1.28702	0.0	1.40141	0.10019	0.2414	4.64391	0.78692	1.5894	0.06229	0.35037	0.96433	1.3241
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	21.15965	20.96104	7.052	6.83362	6.7374	5.3396	8.18711	5.55595	10.89037	3.1935	12.66603	3.21325	10.00017	14.77646	17.08845	29.44191	4.46986	15.13682	10.13994	21.93817	17.64072	18.26813	15.4215	5.75	28.10722	4.24924	10.7891
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	2.79644	0.02228	0.57756	2.8626	0.62598	0.04815	0.1758	0.32932	0.80821	0.07843	0.54656	0.28675	2.19092	1.95978	1.48041	2.64196	0.09617	0.4352	0.40728	2.98383	1.92183	3.59683	5.32978	0.74455	0.60533	0.95352	0.65136
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava	0.38575	0.0	0.08513	0.05383	0.0	0.0	0.0	0.00803	0.21538	0.0	0.0	0.0	0.54057	0.16731	0.12372	0.0	0.0	0.02006	0.22259	0.01636	0.09519	3.04809	0.03741	0.0469	0.34101	0.0	0.22259
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava|t__GCF_000234115	0.38575	0.0	0.08513	0.05383	0.0	0.0	0.0	0.00803	0.21538	0.0	0.0	0.0	0.54057	0.16731	0.12372	0.0	0.0	0.02006	0.22259	0.01636	0.09519	3.04809	0.03741	0.0469	0.34101	0.0	0.22259
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae	1.50194	0.0	0.49242	0.1609	0.38687	0.0	0.1758	0.14041	0.59283	0.05481	0.54656	0.0	1.65035	1.79247	1.35669	2.64196	0.0	0.41514	0.1847	1.89635	1.82665	0.54874	5.29237	0.66511	0.26432	0.0	0.42876
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__GCF_000159995	1.50194	0.0	0.49242	0.1609	0.38687	0.0	0.1758	0.14041	0.59283	0.05481	0.54656	0.0	1.65035	1.79247	1.35669	2.64196	0.0	0.41514	0.1847	1.89635	1.82665	0.54874	5.29237	0.66511	0.26432	0.0	0.42876
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified	0.0	0.02228	0.0	2.64787	0.23911	0.04815	0.0	0.18088	0.0	0.02363	0.0	0.28675	0.0	0.0	0.0	0.0	0.09617	0.0	0.0	0.0	0.0	0.0	0.0	0.03255	0.0	0.95352	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473	0.90875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473|t__GCF_000318095	0.90875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	18.36321	20.93875	6.47444	3.97103	6.11142	5.29145	8.01131	5.22662	10.08216	3.11507	12.11947	2.92651	7.80924	12.81668	15.60803	26.79996	4.37369	14.70162	9.73265	18.95434	15.71889	14.67131	10.09172	5.00545	27.50188	3.29572	10.13774
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Candidatus_Prevotella_conceptionensis	0.08677	0.0	0.0	0.0	0.0	0.0	0.0	0.20103	0.14758	0.0	0.0	0.0	0.0	0.20028	0.17042	0.39086	1.66587	0.3163	0.22358	0.89283	0.32052	0.0	0.9931	0.26921	0.16175	0.0	0.66109
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Candidatus_Prevotella_conceptionensis|t__GCF_000312305	0.08677	0.0	0.0	0.0	0.0	0.0	0.0	0.20103	0.14758	0.0	0.0	0.0	0.0	0.20028	0.17042	0.39086	1.66587	0.3163	0.22358	0.89283	0.32052	0.0	0.9931	0.26921	0.16175	0.0	0.66109
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08464	0.16831	0.0257	0.0	0.13154	0.0	0.03912	0.42736	0.0	0.0	0.0	0.01385	0.0	0.0206
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae|t__GCF_000468635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08464	0.16831	0.0257	0.0	0.13154	0.0	0.03912	0.42736	0.0	0.0	0.0	0.01385	0.0	0.0206
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__Prevotella_bivia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0.0	0.0	0.02111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01902	0.01621	0.0	0.0	0.0	0.0	0.01526	0.0277	0.0	0.0	0.0	0.00093	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__Prevotella_buccae_unclassified	0.0	0.0	0.02111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01902	0.01621	0.0	0.0	0.0	0.0	0.01526	0.0277	0.0	0.0	0.0	0.00093	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02966	0.0	0.14057	0.0	0.02471	0.0	0.0	0.13512	0.0	0.04925	0.0	0.0	0.0	0.07841
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis|t__Prevotella_dentalis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02966	0.0	0.14057	0.0	0.02471	0.0	0.0	0.13512	0.0	0.04925	0.0	0.0	0.0	0.07841
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0.03061	0.21583	0.42951	0.00536	0.0	0.01809	1.1532	0.05029	0.2171	0.0	0.30866	0.0	0.0	1.66345	1.04717	1.78081	0.0	0.11996	0.19129	0.19486	1.46314	0.0	1.40026	0.0	1.5275	0.0	0.05053
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola|t__Prevotella_denticola_unclassified	0.03061	0.21583	0.42951	0.00536	0.0	0.01809	1.1532	0.05029	0.2171	0.0	0.30866	0.0	0.0	1.66345	1.04717	1.78081	0.0	0.11996	0.19129	0.19486	1.46314	0.0	1.40026	0.0	1.5275	0.0	0.05053
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens|t__Prevotella_disiens_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	2.97995	3.41308	0.14063	0.0341	0.04286	1.61827	1.47605	0.31482	0.41406	0.0	1.22809	0.0	1.79438	1.62377	0.27264	9.36554	0.32581	0.0	0.52555	0.37217	0.0	1.89076	0.0	0.71941	9.32756	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola|t__GCF_000234055	2.97995	3.41308	0.14063	0.0341	0.04286	1.61827	1.47605	0.31482	0.41406	0.0	1.22809	0.0	1.79438	1.62377	0.27264	9.36554	0.32581	0.0	0.52555	0.37217	0.0	1.89076	0.0	0.71941	9.32756	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	0.0	0.0	0.34557	0.0	0.0	0.0	0.00966	0.0	0.31308	0.14106	0.0	0.0	0.0	1.74578	4.95044	3.79054	0.0	9.97131	0.42006	1.60967	3.7997	2.08845	1.7936	0.0	0.15813	2.67602	6.65601
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__GCF_000261025	0.0	0.0	0.34557	0.0	0.0	0.0	0.00966	0.0	0.31308	0.14106	0.0	0.0	0.0	1.74578	4.95044	3.79054	0.0	9.97131	0.42006	1.60967	3.7997	2.08845	1.7936	0.0	0.15813	2.67602	6.65601
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii	0.08159	0.05438	0.0319	0.0	0.0	0.0	0.0	0.01724	0.0	0.0	0.0	0.0	0.0	0.02957	0.19998	0.0496	0.00825	0.39398	0.08242	0.07864	0.09433	0.0	0.24207	0.10949	0.01626	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii|t__GCF_000378085	0.08159	0.05438	0.0319	0.0	0.0	0.0	0.0	0.01724	0.0	0.0	0.0	0.0	0.0	0.02957	0.19998	0.0496	0.00825	0.39398	0.08242	0.07864	0.09433	0.0	0.24207	0.10949	0.01626	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02162	0.14009	0.07817	0.34603	0.0	0.0	0.06291	0.2166	0.0	0.47674	0.04233	0.03295	0.0	0.09177
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa|t__Prevotella_maculosa_unclassified	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02162	0.14009	0.07817	0.34603	0.0	0.0	0.06291	0.2166	0.0	0.47674	0.04233	0.03295	0.0	0.09177
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01758	0.0	0.04769	0.0	0.0	0.00723	0.0	0.03489	0.0	0.0569	0.0	0.04451	0.0	0.13068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__GCF_000146675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01758	0.0	0.04769	0.0	0.0	0.00723	0.0	0.03489	0.0	0.0569	0.0	0.04451	0.0	0.13068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	9.97487	12.60582	4.12317	2.80616	2.97832	0.9926	4.15326	2.97803	7.14771	0.30063	7.71845	1.99542	3.93576	1.89452	0.58342	2.89091	0.65535	1.02315	5.91891	5.91986	1.71116	6.94815	1.1145	1.60165	10.19995	0.53439	0.2051
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__Prevotella_melaninogenica_unclassified	9.97487	12.60582	4.12317	2.80616	2.97832	0.9926	4.15326	2.97803	7.14771	0.30063	7.71845	1.99542	3.93576	1.89452	0.58342	2.89091	0.65535	1.02315	5.91891	5.91986	1.71116	6.94815	1.1145	1.60165	10.19995	0.53439	0.2051
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans	0.0333	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01937	0.0	0.40764	0.0	0.0	0.03149	0.14087	0.01693	0.0	0.38547	0.01516	0.09521	0.0	0.58776
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans|t__Prevotella_micans_unclassified	0.0333	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01937	0.0	0.40764	0.0	0.0	0.03149	0.14087	0.01693	0.0	0.38547	0.01516	0.09521	0.0	0.58776
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80812	0.20428	0.0	0.0	0.0	0.0	0.0	1.29871	0.0	0.38017	0.0	0.31203	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multiformis|t__GCF_000191065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80812	0.20428	0.0	0.0	0.0	0.0	0.0	1.29871	0.0	0.38017	0.0	0.31203	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34766	0.0	0.05941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08112	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax|t__GCF_000218235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34766	0.0	0.05941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08112	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis	2.29331	1.30063	0.40639	0.57005	2.45529	0.461	0.14237	1.27507	1.15774	2.49509	1.71124	0.42726	0.36329	0.00968	0.0	0.0	0.02752	0.01799	0.51014	3.26347	0.0	1.84762	0.00575	0.23828	0.29613	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis|t__GCF_000379965	2.29331	1.30063	0.40639	0.57005	2.45529	0.461	0.14237	1.27507	1.15774	2.49509	1.71124	0.42726	0.36329	0.00968	0.0	0.0	0.02752	0.01799	0.51014	3.26347	0.0	1.84762	0.00575	0.23828	0.29613	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	0.52221	0.48033	0.34327	0.10294	0.20466	0.37927	0.40033	0.11365	0.08113	0.00786	0.0	0.21124	0.03698	0.22118	2.28634	1.45138	0.0	0.17082	0.56768	0.42157	3.29176	0.0419	1.30806	0.35161	0.16407	0.0	0.94662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens|t__Prevotella_nigrescens_unclassified	0.52221	0.48033	0.34327	0.10294	0.20466	0.37927	0.40033	0.11365	0.08113	0.00786	0.0	0.21124	0.03698	0.22118	2.28634	1.45138	0.0	0.17082	0.56768	0.42157	3.29176	0.0419	1.30806	0.35161	0.16407	0.0	0.94662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	0.0	0.00872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33432	0.0	0.0	0.0	0.0	0.0293	0.0	0.0	0.0	0.0	0.0	0.02727
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis|t__Prevotella_oralis_unclassified	0.0	0.00872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33432	0.0	0.0	0.0	0.0	0.0293	0.0	0.0	0.0	0.0	0.0	0.02727
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	0.22368	0.24399	0.14454	0.04523	0.04286	0.09801	0.2829	0.01623	0.21771	0.04801	0.17358	0.0604	0.0	1.32613	0.81527	1.70778	0.26543	0.999	0.0081	0.11226	0.77315	0.0	0.9605	0.22123	0.2061	0.0	0.18947
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris|t__Prevotella_oris_unclassified	0.22368	0.24399	0.14454	0.04523	0.04286	0.09801	0.2829	0.01623	0.21771	0.04801	0.17358	0.0604	0.0	1.32613	0.81527	1.70778	0.26543	0.999	0.0081	0.11226	0.77315	0.0	0.9605	0.22123	0.2061	0.0	0.18947
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oulorum	0.09336	0.02292	0.0	0.0	0.0	0.1215	0.03948	0.0125	0.0	0.0	0.0	0.0	0.0	0.24291	0.50538	0.57561	0.70952	0.0	0.01662	0.02977	0.33044	0.0	0.42128	0.04042	0.068	0.0	0.02348
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oulorum|t__GCF_000224615	0.09336	0.02292	0.0	0.0	0.0	0.1215	0.03948	0.0125	0.0	0.0	0.0	0.0	0.0	0.24291	0.50538	0.57561	0.70952	0.0	0.01662	0.02977	0.33044	0.0	0.42128	0.04042	0.068	0.0	0.02348
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	0.57714	1.59164	0.10568	0.24915	0.17352	1.13714	0.03673	0.22815	0.2019	0.04812	0.95305	0.0	0.72815	0.13564	0.0	0.12122	0.06979	0.0	0.7113	1.62146	0.0	0.86346	0.0473	0.78773	3.21172	0.0	0.0397
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens|t__GCF_000220255	0.57714	1.59164	0.10568	0.24915	0.17352	1.13714	0.03673	0.22815	0.2019	0.04812	0.95305	0.0	0.72815	0.13564	0.0	0.12122	0.06979	0.0	0.7113	1.62146	0.0	0.86346	0.0473	0.78773	3.21172	0.0	0.0397
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis	0.0	0.0	0.0	0.13429	0.0	0.0	0.16763	0.0	0.05922	0.0743	0.0	0.23218	0.0	0.93594	2.14886	0.65573	0.0	1.44365	0.34668	0.63917	0.1383	0.0	0.05583	0.35472	0.27747	0.0	0.42923
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis|t__GCF_000468135	0.0	0.0	0.0	0.13429	0.0	0.0	0.16763	0.0	0.05922	0.0743	0.0	0.23218	0.0	0.93594	2.14886	0.65573	0.0	1.44365	0.34668	0.63917	0.1383	0.0	0.05583	0.35472	0.27747	0.0	0.42923
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08448	0.10344	0.0	0.0	0.02668	0.0	0.0	0.26345	0.05664	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica|t__GCF_000318195	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08448	0.10344	0.0	0.0	0.02668	0.0	0.0	0.26345	0.05664	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	1.46538	0.98134	0.0571	0.01154	0.08137	0.46559	0.08009	0.01059	0.08358	0.0	0.01329	0.0	0.95069	0.26511	0.0355	2.64845	0.19668	0.0	0.06574	0.40226	0.0	0.43781	0.0	0.19756	1.21082	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae|t__GCF_000185845	1.46538	0.98134	0.0571	0.01154	0.08137	0.46559	0.08009	0.01059	0.08358	0.0	0.01329	0.0	0.95069	0.26511	0.0355	2.64845	0.19668	0.0	0.06574	0.40226	0.0	0.43781	0.0	0.19756	1.21082	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_C561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_C561|t__GCF_000224595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis	0.0	0.0176	0.3239	0.0122	0.13252	0.0	0.06961	0.00903	0.04136	0.0	0.01311	0.0	0.0	0.16821	2.06371	0.19355	0.0	0.08921	0.01164	0.03896	1.60979	0.55317	0.13749	0.0	0.09582	0.08531	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis|t__Prevotella_veroralis_unclassified	0.0	0.0176	0.3239	0.0122	0.13252	0.0	0.06961	0.00903	0.04136	0.0	0.01311	0.0	0.0	0.16821	2.06371	0.19355	0.0	0.08921	0.01164	0.03896	1.60979	0.55317	0.13749	0.0	0.09582	0.08531	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.39375	0.4642	0.52462	0.25554	0.08072	0.95437	0.0	0.85119	0.03432	0.25232	0.06642	0.0	0.0	0.18965	1.98109	1.78094	4.57474	2.17611	1.02966	1.78942	0.60789	0.84491	4.82342	1.95724	0.29697	0.0	0.33246
