ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	2.13827	0.92069	0.05781	0.0	0.05495	2.72206	0.62426	0.07054	0.29664	0.0	0.15743	0.0	0.8099	0.80557	0.02419	1.95996	0.11794	0.0	0.5651	1.26283	0.0295	0.63158	0.0	0.47	2.48266	0.0	0.00646
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis|t__GCF_000165735	2.13827	0.92069	0.05781	0.0	0.05495	2.72206	0.62426	0.07054	0.29664	0.0	0.15743	0.0	0.8099	0.80557	0.02419	1.95996	0.11794	0.0	0.5651	1.26283	0.0295	0.63158	0.0	0.47	2.48266	0.0	0.00646
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.1187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56971	0.14678	0.0	0.0	0.0	0.0	0.0	0.12578	0.0	0.0	0.0	0.0239	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_sp_oral_taxon_131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_sp_oral_taxon_131|t__GCF_000469545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0.0	0.0	0.0	0.0	0.0	0.1187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48372	0.14678	0.0	0.0	0.0	0.0	0.0	0.12578	0.0	0.0	0.0	0.0239	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	0.0047	0.0	0.0	0.0	0.0	0.0	0.01248	0.00592	0.0	0.0	0.0	0.0	0.0	0.30466	0.4672	0.35698	4.20023	0.0	0.09689	0.35669	0.73692	0.0	0.4312	0.10642	0.14739	0.0	0.15544
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_artemidis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07526	0.0	0.55755	0.0	0.0	0.02294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_artemidis|t__GCF_000187125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07526	0.0	0.55755	0.0	0.0	0.02294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_flueggei	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.18828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01805	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_flueggei|t__GCF_000160695	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.18828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01805	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_infelix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01951	0.0	0.01376	0.0	0.0	0.02268	0.08119	0.0	0.0	0.07796	0.0	0.004	0.0	0.03749
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_infelix|t__GCF_000234095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01951	0.0	0.01376	0.0	0.0	0.02268	0.08119	0.0	0.0	0.07796	0.0	0.004	0.0	0.03749
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_noxia	0.0	0.0	0.0	0.0	0.0	0.0	0.01248	0.00592	0.0	0.0	0.0	0.0	0.0	0.10001	0.28076	0.25715	3.35038	0.0	0.03574	0.23302	0.59002	0.0	0.2939	0.10642	0.05442	0.0	0.01943
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_noxia|t__Selenomonas_noxia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.01248	0.00592	0.0	0.0	0.0	0.0	0.0	0.10001	0.28076	0.25715	3.35038	0.0	0.03574	0.23302	0.59002	0.0	0.2939	0.10642	0.05442	0.0	0.01943
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18514	0.10731	0.08607	0.10401	0.0	0.03848	0.01954	0.1469	0.0	0.05934	0.0	0.07092	0.0	0.09853
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena|t__Selenomonas_sputigena_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18514	0.10731	0.08607	0.10401	0.0	0.03848	0.01954	0.1469	0.0	0.05934	0.0	0.07092	0.0	0.09853
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	11.61273	8.8424	3.59659	4.28329	4.26083	14.1023	15.34147	6.81172	6.30908	3.83173	7.1569	5.84947	10.8253	9.65556	5.93981	17.67227	4.43262	1.40836	7.03304	10.43417	3.52502	15.04382	3.16276	6.13012	23.32899	2.48752	1.85985
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.86141	1.3484	0.27844	0.16479	0.25927	3.17001	0.51151	0.19461	0.76291	0.04586	0.345	0.0	2.66376	1.36552	0.00315	4.20565	0.04104	0.0	0.34253	1.36093	0.18217	1.86477	0.12395	1.01781	1.61358	0.0	0.09937
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__GCF_000318355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33006	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0.86141	1.3484	0.27844	0.16479	0.25927	3.17001	0.51151	0.19461	0.76291	0.04586	0.345	0.0	2.66376	1.36552	0.00315	4.20565	0.04104	0.0	0.34253	1.36093	0.18217	1.86477	0.12395	1.01781	0.28352	0.0	0.09937
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.32623	0.60489	0.00916	0.0	0.09071	0.27054	0.66448	0.23221	0.18707	0.02202	0.02184	0.0	0.69645	0.76671	0.00779	2.0953	0.23483	0.0	0.57706	0.37922	0.07089	1.52682	0.0	0.42444	3.78767	0.0	0.10267
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__GCF_000160015	0.32623	0.60489	0.00916	0.0	0.09071	0.27054	0.66448	0.23221	0.18707	0.02202	0.02184	0.0	0.69645	0.76671	0.00779	2.0953	0.23483	0.0	0.57706	0.37922	0.07089	1.52682	0.0	0.42444	3.78767	0.0	0.10267
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.32626	0.40079	0.17764	0.3043	0.11612	0.36635	0.46664	0.94924	0.42504	0.05743	0.56838	0.43186	0.36009	2.31746	2.4753	1.27084	0.45103	0.77275	0.60453	0.63017	2.9095	0.96515	2.56232	0.86379	0.93097	0.21634	0.40219
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0.32626	0.40079	0.17764	0.3043	0.11612	0.36635	0.46664	0.94924	0.42504	0.05743	0.56838	0.43186	0.36009	2.31746	2.4753	1.27084	0.45103	0.77275	0.60453	0.63017	2.9095	0.96515	2.56232	0.86379	0.93097	0.21634	0.40219
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_780	0.0	0.0	0.0	1.62672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_780|t__GCF_000221605	0.0	0.0	0.0	1.62672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	10.09883	6.48832	3.13134	2.18748	3.79473	10.29541	13.69885	5.43566	4.93406	3.70643	6.22168	5.41761	7.105	5.20587	3.45358	10.10048	3.70571	0.63561	5.50891	8.06385	0.36245	10.68707	0.47649	3.82408	16.99678	2.27118	1.25562
k__Bacteria|p__Fusobacteria	3.35513	1.58209	1.47282	0.72436	0.48939	2.56532	0.32928	2.16882	0.81346	0.41608	0.6744	0.79808	2.8968	3.91023	11.12224	4.05931	8.2678	3.20664	4.52164	6.02217	4.75869	1.9178	12.78271	5.04091	2.52893	3.86674	8.22962
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	3.35513	1.58209	1.47282	0.72436	0.48939	2.56532	0.32928	2.16882	0.81346	0.41608	0.6744	0.79808	2.8968	3.91023	11.12224	4.05931	8.2678	3.20664	4.52164	6.02217	4.75869	1.9178	12.78271	5.04091	2.52893	3.86674	8.22962
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	3.35513	1.58209	1.47282	0.72436	0.48939	2.56532	0.32928	2.16882	0.81346	0.41608	0.6744	0.79808	2.8968	3.91023	11.12224	4.05931	8.2678	3.20664	4.52164	6.02217	4.75869	1.9178	12.78271	5.04091	2.52893	3.86674	8.22962
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	1.48896	1.50219	0.87876	0.5257	0.46122	1.38567	0.20848	1.59616	0.67493	0.37844	0.57187	0.54897	2.37693	2.06819	1.87521	1.76924	0.98211	1.4384	3.37274	3.17696	3.27465	1.00175	7.05055	2.42799	1.07541	2.21645	5.02587
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	1.48896	1.50219	0.87876	0.5257	0.46122	1.38567	0.20848	1.59616	0.67493	0.37844	0.57187	0.54897	2.37693	2.06819	1.87521	1.76924	0.98211	1.4384	3.37274	3.17696	3.27465	1.00175	7.05055	2.42799	1.07541	2.21645	5.02587
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.24061	0.54809	0.28679	0.02459	0.09577	0.0	0.10309	0.21643	0.2341	0.06785	0.0	0.0	0.0	1.88715	1.87521	1.72315	0.81923	1.36635	0.85111	1.16029	3.27465	0.68525	6.11834	1.74481	0.55287	2.04714	4.91413
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__Fusobacterium_nucleatum_unclassified	0.24061	0.54809	0.28679	0.02459	0.09577	0.0	0.10309	0.21643	0.2341	0.06785	0.0	0.0	0.0	1.88715	1.87521	1.72315	0.81923	1.36635	0.85111	1.16029	3.27465	0.68525	6.11834	1.74481	0.55287	2.04714	4.91413
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	1.24835	0.9541	0.59197	0.50111	0.36546	1.38567	0.1054	1.37973	0.44083	0.31059	0.57187	0.54897	2.37693	0.18104	0.0	0.04609	0.16288	0.07205	2.52162	2.01667	0.0	0.31651	0.93221	0.68318	0.52254	0.16931	0.11174
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum|t__Fusobacterium_periodonticum_unclassified	1.24835	0.9541	0.59197	0.50111	0.36546	1.38567	0.1054	1.37973	0.44083	0.31059	0.57187	0.54897	2.37693	0.18104	0.0	0.04609	0.16288	0.07205	2.52162	2.01667	0.0	0.31651	0.93221	0.68318	0.52254	0.16931	0.11174
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	1.86617	0.0799	0.59406	0.19865	0.02817	1.17965	0.1208	0.57266	0.13853	0.03764	0.10253	0.24911	0.51987	1.84204	9.24703	2.29008	7.28569	1.76824	1.1489	2.84521	1.48403	0.91605	5.73216	2.61293	1.45352	1.65029	3.20375
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	1.32587	0.0799	0.19834	0.1453	0.02817	0.68549	0.03405	0.57266	0.06314	0.0075	0.0	0.0	0.24023	1.51804	7.39399	1.75684	4.94364	1.25931	0.44884	2.7295	1.14371	0.04466	3.44969	1.90237	0.86111	0.64012	2.70535
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichiaceae_unclassified	0.5403	0.0	0.39571	0.05335	0.0	0.49416	0.08674	0.0	0.07539	0.03014	0.10253	0.24911	0.27964	0.324	1.85305	0.53324	2.34205	0.50893	0.70006	0.11571	0.34032	0.87139	2.28248	0.71055	0.59241	1.01017	0.4984
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis	0.01098	0.0	0.03196	0.0	0.00514	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.11763	0.86407	0.21659	0.02302	0.06384	0.07088	0.34967	0.04144	0.0	0.66556	0.43415	0.10143	0.0	0.26675
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis|t__GCF_000023905	0.01098	0.0	0.03196	0.0	0.00514	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.11763	0.86407	0.21659	0.02302	0.06384	0.07088	0.34967	0.04144	0.0	0.66556	0.43415	0.10143	0.0	0.26675
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_goodfellowii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14585	0.0	0.0	0.0	0.0	0.0	0.08442	0.0	0.0	0.0	0.04745
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_goodfellowii|t__GCF_000176335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14585	0.0	0.0	0.0	0.0	0.0	0.08442	0.0	0.0	0.0	0.04745
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15699	0.19379	0.38563	0.10799	0.0	0.02257	0.06055	0.0	0.0	0.27482	0.14993	0.06816	0.0	0.08873
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii|t__GCF_000162955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15699	0.19379	0.38563	0.10799	0.0	0.02257	0.06055	0.0	0.0	0.27482	0.14993	0.06816	0.0	0.08873
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii	0.07596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05603	1.09135	0.01443	0.0126	0.0	0.01389	0.08014	0.0	0.0	0.07567	0.05909	0.03767	0.0	0.01137
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii|t__GCF_000373045	0.07596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05603	1.09135	0.01443	0.0126	0.0	0.01389	0.08014	0.0	0.0	0.07567	0.05909	0.03767	0.0	0.01137
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15627	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_215|t__GCF_000469505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15627	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_unclassified	0.56396	0.0799	0.16638	0.1453	0.02304	0.38113	0.03405	0.0	0.06116	0.0075	0.0	0.0	0.22528	0.72301	3.08457	1.00965	2.62306	1.09147	0.25383	0.0	0.74067	0.04466	1.69035	0.98968	0.31075	0.64012	2.01676
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	0.67497	0.0	0.0	0.0	0.0	0.30436	0.0	0.02483	0.00198	0.0	0.0	0.0	0.01495	0.46437	2.16021	0.13054	2.03112	0.104	0.08767	0.08287	0.36161	0.0	0.65887	0.26952	0.3431	0.0	0.27428
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei|t__Leptotrichia_wadei_unclassified	0.67497	0.0	0.0	0.0	0.0	0.30436	0.0	0.02483	0.00198	0.0	0.0	0.0	0.01495	0.46437	2.16021	0.13054	2.03112	0.104	0.08767	0.08287	0.36161	0.0	0.65887	0.26952	0.3431	0.0	0.27428
k__Bacteria|p__Proteobacteria	20.16667	30.90916	42.85282	37.49042	30.48898	20.58557	5.95958	28.50725	16.5299	30.80859	15.99508	40.99021	16.79922	9.85671	4.57387	7.00716	19.68338	13.99973	18.75853	21.78312	3.48773	25.86329	22.98133	24.69873	3.78056	18.45997	10.5704
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10.24828	5.0557	35.7517	20.33555	16.42651	9.65589	2.29458	1.32519	6.92872	7.23802	5.95084	12.73017	1.59102	3.09799	3.2982	0.50502	9.37436	3.15533	5.75241	13.59292	0.96513	8.76331	10.94835	16.69813	0.54206	6.45336	7.22043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.12466	0.13013	0.27249	0.18932	0.0549	1.26259	0.12099	0.12629	0.04781	0.34133	0.0	0.41812	0.0	0.0347	1.0891	0.00722	4.09648	0.10775	0.13748	0.34308	0.0	0.8573	0.98043	3.16986	0.13038	0.06397	0.14043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.12466	0.13013	0.27249	0.18932	0.0549	1.26259	0.12099	0.12629	0.04781	0.34133	0.0	0.41812	0.0	0.0347	1.0891	0.00722	4.09648	0.10775	0.13748	0.34308	0.0	0.8573	0.98043	3.16986	0.13038	0.06397	0.14043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.12466	0.13013	0.27249	0.18932	0.0549	1.26259	0.12099	0.12629	0.04781	0.34133	0.0	0.41812	0.0	0.0347	1.0891	0.00722	4.09648	0.10775	0.13748	0.34308	0.0	0.8573	0.98043	3.16986	0.13038	0.06397	0.14043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.12466	0.13013	0.27249	0.18932	0.0549	1.26259	0.12099	0.12629	0.04781	0.34133	0.0	0.41812	0.0	0.0347	1.0891	0.00722	4.09648	0.10775	0.13748	0.34308	0.0	0.8573	0.98043	3.16986	0.13038	0.06397	0.14043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__GCF_000186425	0.12466	0.13013	0.27249	0.18932	0.0549	1.26259	0.12099	0.12629	0.04781	0.34133	0.0	0.41812	0.0	0.0347	1.0891	0.00722	4.09648	0.10775	0.13748	0.34308	0.0	0.8573	0.98043	3.16986	0.13038	0.06397	0.14043
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	10.12362	4.92557	35.47921	20.14623	16.37161	8.3933	2.1736	1.1989	6.88091	6.89669	5.95084	12.31205	1.59102	3.06329	2.2091	0.4978	5.27788	3.04758	5.61493	13.24984	0.96513	7.906	9.96792	13.52828	0.41168	6.38939	7.08
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	10.12362	4.92557	35.47921	20.14623	16.37161	8.3933	2.1736	1.1989	6.88091	6.89669	5.95084	12.31205	1.59102	3.06329	2.2091	0.4978	5.27788	3.04758	5.61493	13.24984	0.96513	7.906	9.96792	13.52828	0.41168	6.38939	7.08
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	0.0987	0.02339	0.11725	0.00837	0.0	0.04567	0.0	0.09078	0.02218	0.12223	0.0	0.0	0.0	0.00713	0.12695	0.1267	0.29849	0.43609	0.06184	0.26407	0.0	0.0	0.511	0.22255	0.00388	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0.0987	0.02339	0.11725	0.00837	0.0	0.04567	0.0	0.09078	0.02218	0.12223	0.0	0.0	0.0	0.00713	0.12695	0.1267	0.29849	0.43609	0.06184	0.26407	0.0	0.0	0.511	0.22255	0.00388	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__Eikenella_corrodens_unclassified	0.0987	0.02339	0.11725	0.00837	0.0	0.04567	0.0	0.09078	0.02218	0.12223	0.0	0.0	0.0	0.00713	0.12695	0.1267	0.29849	0.43609	0.06184	0.26407	0.0	0.0	0.511	0.22255	0.00388	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	0.0	0.0	0.02073	0.0	0.11718	0.0	0.02189	0.05134	0.0	0.06088	0.08187	0.0	0.0	0.0	0.2068	0.00491	0.3991	0.34471	0.21267	0.0	0.0	0.0	0.03205	0.22468	0.01178	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19456	0.08174	0.0	0.0	0.0	0.03205	0.16683	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans|t__GCF_000190695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19456	0.08174	0.0	0.0	0.0	0.03205	0.16683	0.0	0.0	0.0
